actual,proposed
-1.5636446475982666,-0.39474812150001526
-1.5658377408981323,-0.3958556652069092
-1.5746099948883057,-0.3980746269226074
-1.529062032699585,-0.4008585512638092
-1.529062032699585,-0.3898096978664398
-1.531188726425171,-0.39035162329673767
-1.5333154201507568,-0.39035162329673767
-1.5333154201507568,-0.3914361894130707
-1.4885103702545166,-0.3815835416316986
-1.5008630752563477,-0.3831668794155121
-1.4574819803237915,-0.37724366784095764
-1.4634634256362915,-0.3787912130355835
-1.4674512147903442,-0.3813810348510742
-1.4620054960250854,-0.38241976499557495
-1.4639917612075806,-0.3815186321735382
-1.4639917612075806,-0.3820367455482483
-1.4636582136154175,-0.3819497227668762
-1.4656442403793335,-0.38246774673461914
-1.4631414413452148,-0.38298648595809937
-1.4631414413452148,-0.38285061717033386
-1.467106580734253,-0.3844069242477417
-1.4710718393325806,-0.3864867091178894
-1.4710718393325806,-0.38700729608535767
-1.4972501993179321,-0.3923127055168152
-1.5563018321990967,-0.4143751263618469
-1.5687522888183594,-0.41879865527153015
-1.5729024410247803,-0.41990891098976135
-1.673888921737671,-0.45099565386772156
-1.6760884523391724,-0.45099565386772156
-1.6804876327514648,-0.4551507830619812
-1.7291336059570312,-0.4683184027671814
-1.7291336059570312,-0.4707646667957306
-1.7381511926651,-0.4707646667957306
-1.7381511926651,-0.47567787766456604
-1.7707875967025757,-0.4833575189113617
-1.7707875967025757,-0.48710897564888
-1.7753456830978394,-0.49150219559669495
-1.8158961534500122,-0.5040047764778137
-1.8298109769821167,-0.5117474794387817
-1.8764303922653198,-0.5254385471343994
-1.8764303922653198,-0.5267659425735474
-1.8787964582443237,-0.5287570357322693
-1.8786808252334595,-0.5340917110443115
-1.8833832740783691,-0.5353776812553406
-1.937610149383545,-0.5514636635780334
-2.2289814949035645,-0.6642358899116516
-2.2751667499542236,-0.6642358899116516
-2.2751667499542236,-0.6828043460845947
-2.280539035797119,-0.6852203011512756
-2.330548048019409,-0.7035181522369385
-2.341489791870117,-0.7059887051582336
-2.341489791870117,-0.7101255655288696
-2.3469605445861816,-0.7126114368438721
-2.3469605445861816,-0.7126114368438721
-2.3469605445861816,-0.7134406566619873
-2.4907758235931396,-0.7579641342163086
-2.496568441390991,-0.7614874839782715
-2.5052571296691895,-0.7667875289916992
-2.626210927963257,-0.8055917024612427
-2.6322762966156006,-0.8083780407905579
-2.6353087425231934,-0.8111685514450073
-2.7286407947540283,-0.8427259922027588
-2.738039016723633,-0.8427259922027588
-2.744304656982422,-0.8523966670036316
-2.9568023681640625,-0.9192796349525452
-2.9635300636291504,-0.9234569072723389
-2.9668939113616943,-0.9255490303039551
-3.203495979309082,-0.9991433620452881
-3.203495979309082,-1.0014020204544067
-3.218024253845215,-1.0081983804702759
-3.221656322479248,-1.0081983804702759
-3.5215847492218018,-1.012739896774292
-3.5295069217681885,-1.111653447151184
-3.533468246459961,-1.1166293621063232
-3.7623298168182373,-1.1166293621063232
-3.7623298168182373,-1.1926233768463135
-3.779125928878784,-1.2019133567810059
-3.7917230129241943,-1.2139054536819458
-3.812718152999878,-1.2232788801193237
-4.150678634643555,-1.3340665102005005
-4.155239582061768,-1.3369842767715454
-4.16436243057251,-1.3457545042037964
-4.542218208312988,-1.4686897993087769
-4.547176361083984,-1.4718769788742065
-4.547176361083984,-1.4718769788742065
-4.547176361083984,-1.475066065788269
-4.780495643615723,-1.551888346672058
-4.801280498504639,-1.5619491338729858
-5.159700870513916,-1.688410997390747
-5.170845031738281,-1.693833351135254
-5.176416397094727,-1.693833351135254
-5.597583293914795,-1.69926118850708
-5.603595733642578,-1.8420157432556152
-5.9193501472473145,-1.8478858470916748
-5.925680637359619,-1.9487719535827637
-5.925680637359619,-1.9528940916061401
-5.938342571258545,-1.9570186138153076
-6.245133876800537,-2.0720410346984863
-6.271624565124512,-2.093778610229492
-6.3113603591918945,-2.115626811981201
-6.529360771179199,-2.1221957206726074
-6.556680679321289,-2.2125766277313232
-6.577169895172119,-2.2307732105255127
-7.569084644317627,-2.664867639541626
-7.903123378753662,-2.7986881732940674
-8.135557174682617,-2.909463405609131
-8.322120666503906,-3.0422728061676025
-8.518592834472656,-3.0422728061676025
-8.518592834472656,-3.1350972652435303
-8.176474571228027,-3.0598905086517334
-7.123223304748535,-2.704148054122925
-7.0012335777282715,-2.651634693145752
-6.982618808746338,-2.6495232582092285
-7.010501384735107,-2.662280559539795
-7.078670978546143,-2.694880723953247
-7.1028642654418945,-2.694880723953247
-7.1028642654418945,-2.711184501647949
-7.094820499420166,-2.7033233642578125
-7.094820499420166,-2.6984634399414062
-7.070035934448242,-2.6892430782318115
-6.8367743492126465,-2.6047115325927734
-6.189877033233643,-2.3626303672790527
-5.666507720947266,-2.1579747200012207
-5.37553596496582,-2.05047869682312
-5.371252059936523,-2.048865556716919
-5.37553596496582,-2.0486114025115967
-5.36265754699707,-2.0400390625
-4.895634651184082,-1.857511043548584
-4.895634651184082,-1.8558045625686646
-4.494040012359619,-1.7018318176269531
-4.485671043395996,-1.6939867734909058
-4.477302551269531,-1.6908539533615112
-4.086611270904541,-1.5444287061691284
-4.086611270904541,-1.5458602905273438
-4.086611270904541,-1.5458602905273438
-3.7544729709625244,-1.5458602905273438
-3.7544729709625244,-1.4223427772521973
-3.757972002029419,-1.4249788522720337
-2.891930103302002,-1.0888007879257202
-1.4339053630828857,-0.87142014503479
-1.2327224016189575,-1.8731365203857422
-1.0639028549194336,-1.1030491590499878
-1.0410583019256592,-1.0563499927520752
-1.0290920734405518,-1.0224952697753906
-0.6196102499961853,-0.5785932540893555
-0.6046257019042969,-0.5509726405143738
-0.5408957004547119,-0.5279934406280518
-0.3526351749897003,-0.27706074714660645
-0.16357868909835815,-0.14969497919082642
-0.14657087624073029,-0.07724682986736298
-0.14104601740837097,-0.07147613912820816
-0.13034434616565704,-0.06676901131868362
-0.1268473118543625,-0.06305243074893951
-0.1230323538184166,-0.06022247299551964
-0.10462529957294464,-0.050021592527627945
-0.10270807892084122,-0.04845544323325157
-0.11437248438596725,-0.053090453147888184
-0.11437248438596725,-0.05280112847685814
-0.11250770092010498,-0.05151334032416344
-0.11250770092010498,-0.05137104541063309
-0.1074657291173935,-0.04906889796257019
-0.1074657291173935,-0.04920481517910957
-0.1024751141667366,-0.04920481517910957
-0.1024751141667366,-0.0469198040664196
-0.10304128378629684,-0.0469198040664196
-0.10304128378629684,-0.05082162097096443
-0.10389052331447601,-0.051100097596645355
-0.10317672789096832,-0.05158552527427673
-0.10345558822154999,-0.052004534751176834
-0.10345558822154999,-0.052004534751176834
-0.10529902577400208,-0.053358037024736404
-0.1061459332704544,-0.0539306178689003
-0.1067105382680893,-0.05421748012304306
-0.1067105382680893,-0.05465006083250046
-0.0919686034321785,-0.05465006083250046
-0.0929366946220398,-0.04747309908270836
-0.0929366946220398,-0.04822397977113724
-0.09342073649168015,-0.04898008331656456
-0.09710519015789032,-0.05130545794963837
-0.0983533263206482,-0.05130545794963837
-0.09885258227586746,-0.053163718432188034
-0.07074913382530212,-0.03843194246292114
-0.07198723405599594,-0.039396315813064575
-0.07251785695552826,-0.04037264734506607
-0.06369123607873917,-0.04037264734506607
-0.0638454481959343,-0.03580332174897194
-0.06415388733148575,-0.03606297820806503
-0.08470607548952103,-0.048188257962465286
-0.08530968427658081,-0.048877470195293427
-0.08530968427658081,-0.04910802096128464
-0.07453195005655289,-0.05003675818443298
-0.07453195005655289,-0.04381033778190613
-0.07487621158361435,-0.044113870710134506
-0.07504833489656448,-0.044215280562639236
-0.08802631497383118,-0.05126655846834183
-0.08659665286540985,-0.04891273006796837
-0.08414580672979355,-0.046391382813453674
-0.04153110459446907,-0.022351833060383797
-0.040184710174798965,-0.02071940340101719
-0.050395723432302475,-0.02071940340101719
-0.050395723432302475,-0.025381509214639664
-0.050129786133766174,-0.025114338845014572
-0.050129786133766174,-0.02484787441790104
-0.04893305525183678,-0.02366945892572403
-0.031100187450647354,-0.02340935356914997
-0.031100187450647354,-0.014878197573125362
-0.030754629522562027,-0.014426800422370434
-0.030322683975100517,-0.01414358802139759
-0.030063513666391373,-0.013902849517762661
-0.011260980740189552,-0.01386289857327938
-0.011260980740189552,-0.005177704617381096
-0.011228528805077076,-0.005162783432751894
-0.011260980740189552,-0.005192669108510017
-0.018266586586833,-0.005192669108510017
-0.018266586586833,-0.008423097431659698
-0.018266586586833,-0.008423097431659698
-0.00932353362441063,-0.008423097431659698
-0.01404467225074768,0.7952766418457031
-0.013729945756494999,0.757977306842804
-0.009403049945831299,0.5015038251876831
0.002509163925424218,-0.030191443860530853
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0006564949289895594,-4.519326103036292e-05
0.0007126056007109582,2.9527765946113504e-05
0.0007631052285432816,3.3061005524359643e-05
-0.0014439269434660673,-7.414958963636309e-05
-0.0015590226976200938,-8.447717118542641e-05
-0.0016531917499378324,-9.25072527024895e-05
-0.0032221716828644276,-0.00019057266763411462
-0.003380314912647009,-0.00020471458265092224
-0.0035582263953983784,-0.00022683055431116372
-0.004696510266512632,-0.0003143638314213604
-0.004924989305436611,-0.0003453551616985351
-0.00515346834436059,-0.0003705025010276586
0.004847928881645203,0.000363988452591002
0.005082128569483757,0.00039777124766260386
0.005410007666796446,0.0004425938241183758
-0.0029377101454883814,0.00045217378647066653
-0.0030601145699620247,0.00045983775635249913
-0.003109076526015997,-0.0002840838860720396
-0.00036163826007395983,-3.3684151276247576e-05
-0.0003740137326531112,-3.6028977774549276e-05
-0.00037951392005197704,-3.763407585211098e-05
-0.004982655867934227,-0.0005099812988191843
-0.005140002816915512,-0.0005351877771317959
-0.005209935363382101,-0.000557230319827795
-0.008766706101596355,-0.000962484278716147
-0.008967251516878605,-0.0009940292220562696
-0.00908184889703989,-0.0010292474180459976
-0.007695340551435947,-0.0008830155129544437
-0.007861598394811153,-0.000921582686714828
-0.007861598394811153,-0.0009327196748927236
-0.007956602610647678,-0.0009327196748927236
-0.010424607433378696,-0.0012591739650815725
-0.010543406009674072,-0.0013106403639540076
-0.030088700354099274,-0.0038894820027053356
-0.03067052736878395,-0.004040728323161602
-0.031501706689596176,-0.00415023323148489
-0.027240950614213943,-0.003733607940375805
-0.027452120557427406,-0.0038306068163365126
-0.028015239164233208,-0.0039488705806434155
-0.03960871323943138,-0.005681214854121208
-0.039902109652757645,-0.005793955642729998
-0.04029330983757973,-0.005879300180822611
-0.04987659305334091,-0.0073659420013427734
-0.05023541674017906,-0.0075078909285366535
-0.05083346366882324,-0.007651279680430889
-0.07276488095521927,-0.011184251867234707
-0.07310175150632858,-0.011417852714657784
-0.07394393533468246,-0.01205726433545351
-0.07859455049037933,-0.012331916950643063
-0.11080174893140793,-0.018325624987483025
-0.11774498224258423,-0.021772796288132668
-0.1182216927409172,-0.02085075154900551
-0.12982262670993805,-0.023080715909600258
-0.13086120784282684,-0.023358050733804703
-0.13164015114307404,-0.023730192333459854
-0.13589085638523102,-0.024592699483036995
-0.13722050189971924,-0.02507631666958332
-0.13775236904621124,-0.02536865696310997
-0.1337798535823822,-0.02477921172976494
-0.13454870879650116,-0.025016924366354942
-0.13480497896671295,-0.025160057470202446
-0.12343201786279678,-0.02308112010359764
-0.12413333356380463,-0.02334415167570114
-0.12436710298061371,-0.023520248010754585
-0.12436710298061371,-0.023520248010754585
-0.1255359649658203,-0.023963598534464836
-0.1480124294757843,-0.028411386534571648
-0.14883168041706085,-0.028884904459118843
-0.1501971185207367,-0.029256287962198257
-0.14881929755210876,-0.029198728501796722
-0.14935654401779175,-0.029515719041228294
-0.1506996750831604,-0.030048003420233727
-0.17106296122074127,-0.03422939032316208
-0.17166849970817566,-0.03465454280376434
-0.17348510026931763,-0.03538990020751953
-0.1991754025220871,-0.042252931743860245
-0.3472321927547455,-0.04409258812665939
-0.4403032660484314,-0.046313732862472534
-0.4403032660484314,-0.047588903456926346
-0.4429798722267151,-0.05104505270719528
-0.44498732686042786,-0.05176829546689987
-0.4741969704627991,-0.0607680082321167
-0.47704073786735535,-0.06897550076246262
-0.4798845052719116,-0.10525526851415634
-0.48201730847358704,-0.11642159521579742
-0.5392842292785645,-0.13082551956176758
-0.5408587455749512,-0.13120746612548828
-0.603798508644104,-0.13120746612548828
-0.6064199209213257,-0.1496879756450653
-0.7002967000007629,-0.17434632778167725
-0.7062992453575134,-0.1765909045934677
-0.7062992453575134,-0.17709112167358398
-0.7083001136779785,-0.17759275436401367
-0.7700162529945374,-0.19388318061828613
-0.8606767654418945,-0.19689781963825226
-0.861870527267456,-0.2206701785326004
-0.9630976915359497,-0.22097532451152802
-0.965758204460144,-0.2482903152704239
-0.9644279479980469,-0.24794837832450867
-1.0983545780181885,-0.28314992785453796
-1.1028807163238525,-0.2854877710342407
-1.1058982610702515,-0.28822627663612366
-1.113441824913025,-0.29176855087280273
-1.2503836154937744,-0.3280846178531647
-1.253758430480957,-0.3303011953830719
-1.253758430480957,-0.33074501156806946
-1.2571332454681396,-0.3316350281238556
-1.3711459636688232,-0.36267101764678955
-1.3711459636688232,-0.3631563186645508
-1.4306200742721558,-0.3636415898799896
-1.4306200742721558,-0.38042065501213074
-1.4325251579284668,-0.3824480175971985
-1.4401448965072632,-0.3855007290840149
-1.6037847995758057,-0.4315509498119354
-1.6101154088974,-0.4355323910713196
-1.6164462566375732,-0.43838784098625183
-1.7805085182189941,-0.4860016703605652
-1.7828178405761719,-0.4878930449485779
-1.789745807647705,-0.49105384945869446
-1.9047329425811768,-0.5259461998939514
-2.1631298065185547,-0.5622214674949646
-2.1712822914123535,-0.610225260257721
-2.276324987411499,-0.6445328593254089
-2.276324987411499,-0.6453374624252319
-2.282015562057495,-0.6485620141029358
-2.2877063751220703,-0.6509859561920166
-2.3967087268829346,-0.6819605827331543
-2.3996896743774414,-0.6819605827331543
-2.411613702774048,-0.6904568076133728
-2.752809524536133,-0.8103277683258057
-2.942051410675049,-0.8669490814208984
-2.9491233825683594,-0.8700690865516663
-2.9526596069335938,-0.8721520304679871
-3.3571817874908447,-0.936604380607605
-3.3571817874908447,-1.0102403163909912
-3.3650808334350586,-1.0149822235107422
-3.5729172229766846,-1.0799726247787476
-3.58127498626709,-1.0875359773635864
-3.7758491039276123,-1.1463929414749146
-3.7758491039276123,-1.1463929414749146
-4.0071001052856445,-1.214887261390686
-4.650722026824951,-1.3483806848526
-4.66677713394165,-1.4383232593536377
-4.68818473815918,-1.456390619277954
-4.938016891479492,-1.5369211435317993
-4.943615913391113,-1.5386512279510498
-4.943615913391113,-1.5421148538589478
-5.075416088104248,-1.5438467264175415
-5.075416088104248,-1.5846970081329346
-5.104091167449951,-1.60430109500885
-5.2827959060668945,-1.6637039184570312
-5.312441349029541,-1.6803905963897705
-5.4374871253967285,-1.7290916442871094
-5.45563268661499,-1.734809160232544
-5.467729091644287,-1.742439866065979
-5.612910270690918,-1.7902214527130127
-5.686172962188721,-1.8173240423202515
-5.686172962188721,-1.8173240423202515
-5.704850673675537,-1.8173240423202515
-5.704850673675537,-1.8252233266830444
-5.723719596862793,-1.835191249847412
-5.73000955581665,-1.8391855955123901
-5.7441558837890625,-1.8476852178573608
-5.756739139556885,-1.8476852178573608
-5.763031005859375,-1.8597205877304077
-5.860987186431885,-1.8909908533096313
-5.873783588409424,-1.9053051471710205
-5.27256441116333,-1.9635632038116455
-5.370147705078125,-1.9625158309936523
-5.381429672241211,-1.809134602546692
-5.317393779754639,-1.789672613143921
-5.273473262786865,-1.7699271440505981
-5.284402847290039,-1.8008071184158325
-5.368432998657227,-1.8366432189941406
-5.396162509918213,-1.8497952222824097
-5.401708126068115,-1.8535594940185547
-5.418864727020264,-1.8573259115219116
-5.538733005523682,-1.917432188987732
-5.453611850738525,-1.890185832977295
-5.470272541046143,-1.8958975076675415
-5.470272541046143,-1.8978031873703003
-5.345325469970703,-1.8679559230804443
-5.366922378540039,-1.879163384437561
-5.173078536987305,-4.1035542488098145
-5.178272247314453,-4.1035542488098145
-5.193853855133057,-4.127055644989014
-5.193853855133057,-4.142763137817383
-4.951620578765869,-3.9550721645355225
-4.907055854797363,-3.887443780899048
-4.892200946807861,-3.887443780899048
-4.892200946807861,-3.853788137435913
-4.744334697723389,-3.7313601970672607
-4.705684185028076,-3.637080669403076
-4.633214950561523,-3.6189610958099365
-4.633214950561523,-3.5439136028289795
-4.398695945739746,-3.5152747631073
-4.370768070220947,-3.2855513095855713
-4.324220657348633,-3.2044615745544434
-4.102583408355713,-3.015965700149536
-4.057549953460693,-2.9231467247009277
-3.980992078781128,-2.8975977897644043
-3.980992078781128,-2.9306654930114746
-3.8242695331573486,-2.786667823791504
-3.7844796180725098,-2.786667823791504
-3.704899549484253,-2.5823404788970947
-3.6032135486602783,-2.5823404788970947
-3.6032135486602783,-2.4561033248901367
-3.559258460998535,-2.400090456008911
-3.479869842529297,-2.292468547821045
-3.35980486869812,-2.1893560886383057
-3.3248977661132812,-2.1197521686553955
-3.2419934272766113,-2.0160720348358154
-3.1590893268585205,-1.9386628866195679
-3.1261260509490967,-1.871472954750061
-3.0430541038513184,-1.7711259126663208
-2.95998215675354,-1.7008099555969238
-2.8477320671081543,-1.6148594617843628
-2.7638356685638428,-1.5046032667160034
-2.6929681301116943,-1.4473583698272705
-2.622100591659546,-1.3518751859664917
-2.497788190841675,-1.2331390380859375
-2.4315924644470215,-1.1856073141098022
-2.4315924644470215,-1.1684653759002686
-2.314152479171753,-1.0816346406936646
-2.25675892829895,-1.0051100254058838
-2.25675892829895,-1.0031179189682007
-2.2801153659820557,-1.0438916683197021
-2.2709028720855713,-1.0355008840560913
-2.3198251724243164,-1.0313178300857544
-2.3198251724243164,-1.0577337741851807
-2.3386857509613037,-1.0770801305770874
-2.435917377471924,-1.130666971206665
-2.455404758453369,-1.144199252128601
-2.455404758453369,-1.1487215757369995
-2.564701557159424,-1.2185168266296387
-2.679372787475586,-1.3047611713409424
-2.6895411014556885,-1.322047233581543
-2.7813189029693604,-1.3976799249649048
-2.945539951324463,-1.5119577646255493
-2.9830970764160156,-1.531099557876587
-2.988462448120117,-1.539311408996582
-3.0874266624450684,-1.6096904277801514
-3.131376028060913,-1.6639370918273926
-3.186312437057495,-1.6639370918273926
-3.186312437057495,-1.7132681608200073
-3.3098151683807373,-1.7881150245666504
-3.3550002574920654,-1.8154079914093018
-3.3550002574920654,-1.8459547758102417
-3.4915106296539307,-1.8612533807754517
-3.4915106296539307,-1.936140537261963
-3.50311017036438,-1.964823603630066
-3.549509048461914,-1.9743883609771729
-3.549509048461914,-2.1033716201782227
-3.6239500045776367,-2.1033716201782227
-3.6415133476257324,-2.177842617034912
-3.7365529537200928,-2.2409069538116455
-3.6536500453948975,-2.2161448001861572
-3.68153715133667,-2.1665444374084473
-3.68153715133667,-2.156074047088623
-3.63942813873291,-2.1179440021514893
-3.5672411918640137,-2.0120911598205566
-3.553285837173462,-1.98065984249115
-3.4623312950134277,-1.9041619300842285
-3.3653132915496826,-1.8000082969665527
-3.3286478519439697,-1.7360872030258179
-3.261831760406494,-1.7796576023101807
-3.1842620372772217,-1.696031928062439
-3.124068260192871,-1.6484946012496948
-3.0759129524230957,-1.5984629392623901
