dbw_enabled,current_vel_linear,required_vel_linear,required_vel_angular,throttle,brake,steer
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.0,4.470399999999999,-0.0,0.025000000000000001,0.0,0.0
True,0.24444444477558136,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.015731094870161583
True,0.24444444477558136,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.015731094870161583
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.25833332538604736,4.470399999999999,-0.034105092597563204,0.025000000000000001,0.0,-0.016624905813059074
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.024486268216423454
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
True,0.3194444477558136,4.470399999999999,-0.044491444515528306,0.025000000000000001,0.0,-0.026818290069394415
