actual,proposed
-2.19876766204834,-0.645917534828186
-2.209376811981201,-0.6529349088668823
-2.2173337936401367,-0.6560671329498291
-2.215745449066162,-0.6568508744239807
-2.215745449066162,-0.6563808917999268
-2.2210397720336914,-0.6610873341560364
-2.2289814949035645,-0.6642358899116516
-2.2644221782684326,-0.665023684501648
-2.2644221782684326,-0.6763832569122314
-2.2751667499542236,-0.6787840723991394
-2.2751667499542236,-0.6820002794265747
-2.280539035797119,-0.6852203011512756
-2.330548048019409,-0.6876381039619446
-2.330548048019409,-0.7035181522369385
-2.341489791870117,-0.7101255655288696
-2.3469605445861816,-0.7126114368438721
-2.3469605445861816,-0.7126114368438721
-2.3469605445861816,-0.7126114368438721
-2.4907758235931396,-0.7142699360847473
-2.4907758235931396,-0.7588439583778381
-2.496568441390991,-0.7614874839782715
-2.5052571296691895,-0.7641329169273376
-2.5052571296691895,-0.7667875289916992
-2.626210927963257,-0.7676724195480347
-2.626210927963257,-0.8055917024612427
-2.6322762966156006,-0.8083780407905579
-2.6353087425231934,-0.8093074560165405
-2.6353087425231934,-0.8111685514450073
-2.7286407947540283,-0.8427259922027588
-2.738039016723633,-0.8465887904167175
-2.744304656982422,-0.848521888256073
-2.744304656982422,-0.8523966670036316
-2.9568023681640625,-0.8533653616905212
-2.9568023681640625,-0.9192796349525452
-2.9668939113616943,-0.9245023727416992
-2.9668939113616943,-0.9255490303039551
-3.203495979309082,-1.0014020204544067
-3.218024253845215,-1.0081983804702759
-3.221656322479248,-1.0093327760696411
-3.221656322479248,-1.0116041898727417
-3.5215847492218018,-1.1066871881484985
-3.533468246459961,-1.11289644241333
-3.533468246459961,-1.1166293621063232
-3.7623298168182373,-1.1926233768463135
-3.779125928878784,-1.2019133567810059
-3.7917230129241943,-1.205902099609375
-3.7917230129241943,-1.2139054536819458
-3.812718152999878,-1.2165732383728027
-3.812718152999878,-1.2232788801193237
-4.150678634643555,-1.3340665102005005
-4.155239582061768,-1.3355246782302856
-4.16436243057251,-1.3369842767715454
-4.16436243057251,-1.3457545042037964
-4.542218208312988,-1.4686897993087769
-4.547176361083984,-1.4702825546264648
-4.547176361083984,-1.4718769788742065
-4.547176361083984,-1.4718769788742065
-4.780495643615723,-1.551888346672058
-4.78569221496582,-1.551888346672058
-5.176416397094727,-1.5569154024124146
-5.597583293914795,-1.693821668624878
-5.603595733642578,-1.838107705116272
-5.603595733642578,-1.8420157432556152
-5.615621089935303,-1.8478858470916748
-5.9193501472473145,-1.9487719535827637
-5.925680637359619,-1.9508320093154907
-5.938342571258545,-1.9611515998840332
-6.245133876800537,-2.0720410346984863
-6.271624565124512,-2.0807151794433594
-6.271624565124512,-2.093778610229492
-6.291491985321045,-2.0959556102752686
-6.3113603591918945,-2.115626811981201
-6.529360771179199,-2.1221957206726074
-6.556680679321289,-2.1221957206726074
-6.556680679321289,-2.2193877696990967
-6.577169895172119,-2.2307732105255127
-6.594151496887207,-2.2330501079559326
-6.594151496887207,-2.2432923316955566
-6.62828254699707,-2.266191005706787
-6.655587196350098,-2.2799835205078125
-6.853907108306885,-2.2868881225585938
-6.853907108306885,-2.3586370944976807
-6.881938934326172,-2.379995822906494
-7.043604850769043,-2.391906976699829
-7.072207927703857,-2.3895230293273926
-7.072207927703857,-2.439767599105835
-7.086509704589844,-2.4568049907684326
-7.2275166511535645,-2.464123249053955
-7.26401948928833,-2.5072531700134277
-7.51625919342041,-2.537161111831665
-7.569084644317627,-2.631195545196533
-7.569084644317627,-2.664867639541626
-7.599270343780518,-2.680473804473877
-7.8875041007995605,-2.7905924320220947
-7.903123378753662,-2.793287515640259
-7.942170143127441,-2.8257455825805664
-7.942170143127441,-2.8257455825805664
-7.942170143127441,-2.833878993988037
-8.135557174682617,-2.8393006324768066
-8.135557174682617,-2.909463405609131
-8.135557174682617,-2.9066920280456543
-8.159439086914062,-2.915005683898926
-8.159439086914062,-2.9316763877868652
-8.245620727539062,-2.9427857398986816
-8.261600494384766,-2.9842679500579834
-8.285571098327637,-2.9842679500579834
-8.285571098327637,-3.012399435043335
-8.322120666503906,-3.0208420753479004
-8.322120666503906,-3.0422728061676025
-8.361977577209473,-3.0621068477630615
-8.369948387145996,-3.0649430751800537
-8.369948387145996,-3.0762970447540283
-8.518592834472656,-3.079134941101074
-8.518592834472656,-3.1350972652435303
-8.5266752243042,-3.137983560562134
-8.550921440124512,-3.163997173309326
-8.323172569274902,-3.090636730194092
-8.346705436706543,-3.0991225242614746
-8.385930061340332,-3.1132614612579346
-8.385930061340332,-3.133138656616211
-8.161248207092285,-3.0598905086517334
-8.176474571228027,-3.0682108402252197
-8.184087753295898,-3.0682108402252197
-8.184087753295898,-3.0737617015838623
-7.882002353668213,-2.9633684158325195
-7.911330699920654,-2.9660518169403076
-7.911330699920654,-2.982170581817627
-7.94736385345459,-2.9929275512695312
-7.519116401672363,-3.008888006210327
-7.537343978881836,-2.8559727668762207
-7.537343978881836,-2.870436429977417
-7.546419143676758,-2.868659734725952
-7.546419143676758,-2.868659734725952
-7.270925998687744,-2.7715556621551514
-7.270925998687744,-2.7514820098876953
-7.279468059539795,-2.7621090412139893
-7.2031025886535645,-2.7362558841705322
-7.2031025886535645,-2.7362558841705322
-7.123223304748535,-2.733790874481201
-7.123223304748535,-2.7079036235809326
-6.982618808746338,-2.710346221923828
-7.010501384735107,-2.696829319000244
-7.078670978546143,-2.6588363647460938
-7.1028642654418945,-2.6567060947418213
-7.094820499420166,-2.674295663833618
-7.070035934448242,-2.706320285797119
-7.070035934448242,-2.6984634399414062
-7.084331512451172,-2.6892430782318115
-6.843318462371826,-2.6892430782318115
-6.8367743492126465,-2.6892430782318115
-6.8367743492126465,-2.6000173091888428
-6.7373046875,-2.6047115325927734
-6.7548508644104,-2.5722060203552246
-6.7548508644104,-2.5834109783172607
-6.7548508644104,-2.5834109783172607
-6.510745525360107,-2.5903706550598145
-6.510745525360107,-2.503042459487915
-6.210168838500977,-2.5008018016815186
-6.210168838500977,-2.4963202476501465
-6.189877033233643,-2.370244026184082
-6.184776782989502,-2.3604934215545654
-5.889457702636719,-2.352175235748291
-5.889457702636719,-2.241611957550049
-5.894432544708252,-2.241611957550049
-5.671072006225586,-2.249596118927002
-5.666507720947266,-2.161654233932495
-5.666507720947266,-2.1579747200012207
-5.666507720947266,-2.1619033813476562
-5.371252059936523,-2.1619033813476562
-5.371252059936523,-2.05047869682312
-5.37553596496582,-2.048865556716919
-5.36265754699707,-2.0486114025115967
-4.9092841148376465,-2.0400390625
-4.900184154510498,-1.8626354932785034
-4.895634651184082,-1.857511043548584
-4.494040012359619,-1.852391004562378
-4.485671043395996,-1.8489772081375122
-4.477302551269531,-1.6971197128295898
-4.086611270904541,-1.6924189329147339
-4.086611270904541,-1.5444287061691284
-4.086611270904541,-1.5444287061691284
-4.086611270904541,-1.5458602905273438
-3.7544729709625244,-1.5444287061691284
-3.7544729709625244,-1.423660159111023
-3.3019332885742188,-1.423660159111023
-3.3019332885742188,-1.421025276184082
-3.2957732677459717,-1.2459737062454224
-3.2957732677459717,-1.2459737062454224
-3.2957732677459717,-1.2459737062454224
-2.8973610401153564,-1.2448147535324097
-2.8973610401153564,-1.0928791761398315
-2.891930103302002,-1.090838074684143
-2.891930103302002,-1.0888007879257202
-2.6252553462982178,-1.0888007879257202
-2.6252553462982178,-0.987786591053009
-2.627720355987549,-0.9905643463134766
-2.3108789920806885,-0.9905643463134766
-2.1812875270843506,-0.8763327598571777
-2.033780097961426,-0.87142014503479
-1.8303714990615845,-0.8203458786010742
-1.5142844915390015,-0.8188048005104065
-1.5042370557785034,-0.7613778710365295
-1.4855775833129883,-0.7599465250968933
-1.4525648355484009,-0.7620996236801147
-1.4339053630828857,-2.0360493659973145
-1.2327224016189575,-1.831939935684204
-1.0290920734405518,-1.7979962825775146
-0.9217958450317383,-1.5061345100402832
-0.902758777141571,-1.4358428716659546
-0.7491421103477478,-1.356167197227478
-0.7491421103477478,-1.1550313234329224
-0.7313457727432251,-0.9849938750267029
-0.7211764454841614,-0.9289069771766663
-0.6196102499961853,-0.8716593980789185
-0.6196102499961853,-0.6993858814239502
-0.6046257019042969,-0.6651837229728699
-0.6046257019042969,-0.5646144151687622
-0.5963842272758484,-0.5360679626464844
-0.5408957004547119,-0.5279934406280518
-0.5408957004547119,-0.4727998375892639
-0.5269190073013306,-0.4666953682899475
-0.4527347683906555,-0.429846853017807
-0.4527347683906555,-0.3697110414505005
-0.4389585852622986,-0.36408838629722595
-0.4389585852622986,-0.3475620448589325
-0.4320704936981201,-0.3367435932159424
-0.3526351749897003,-0.3313770294189453
-0.3526351749897003,-0.2812640070915222
-0.341565877199173,-0.26388710737228394
-0.33629482984542847,-0.25580695271492004
-0.3257526755332947,-0.25179821252822876
-0.3257526755332947,-0.24002312123775482
-0.29011231660842896,-0.20650330185890198
-0.2796148359775543,-0.19536525011062622
-0.2691173553466797,-0.19203174114227295
-0.24078063666820526,-0.18097303807735443
-0.24078063666820526,-0.1774437576532364
-0.23163706064224243,-0.1556035578250885
-0.2237997204065323,-0.1444476991891861
-0.2237997204065323,-0.13715919852256775
-0.17886973917484283,-0.10514562577009201
-0.16357868909835815,-0.09850794076919556
-0.16357868909835815,-0.09625989198684692
-0.14657087624073029,-0.0897209644317627
-0.14657087624073029,-0.08796560019254684
-0.13552117347717285,-0.07724682986736298
-0.13034434616565704,-0.07027783989906311
-0.13034434616565704,-0.06676901131868362
-0.1268473118543625,-0.06401505321264267
-0.1230323538184166,-0.06305243074893951
-0.1230323538184166,-0.06022247299551964
-0.10462529957294464,-0.05944440886378288
-0.10270807892084122,-0.0487152524292469
-0.10133864730596542,-0.04845544323325157
-0.11437248438596725,-0.04742485284805298
-0.11437248438596725,-0.053090453147888184
-0.11344008892774582,-0.05237068235874176
-0.11250770092010498,-0.05208372697234154
-0.11250770092010498,-0.05151334032416344
-0.1074657291173935,-0.05137104541063309
-0.1074657291173935,-0.05137104541063309
-0.1074657291173935,-0.04906889796257019
-0.1074657291173935,-0.04920481517910957
-0.1024751141667366,-0.0469198040664196
-0.1024751141667366,-0.0469198040664196
-0.10304128378629684,-0.050265442579984665
-0.10304128378629684,-0.05040391534566879
-0.10389052331447601,-0.05082162097096443
-0.10317672789096832,-0.05152124911546707
-0.10317672789096832,-0.05158552527427673
-0.10529902577400208,-0.05186435952782631
-0.1061459332704544,-0.052144333720207214
-0.1067105382680893,-0.0539306178689003
-0.1067105382680893,-0.05479425936937332
-0.0919686034321785,-0.04747309908270836
-0.0929366946220398,-0.04772165045142174
-0.09342073649168015,-0.04822397977113724
-0.09342073649168015,-0.04898008331656456
-0.09710519015789032,-0.04910632222890854
-0.0983533263206482,-0.05130545794963837
-0.0983533263206482,-0.05130545794963837
-0.09885258227586746,-0.05236360803246498
-0.09885258227586746,-0.053163718432188034
-0.07074913382530212,-0.05343087390065193
-0.07163349539041519,-0.038240738213062286
-0.07163349539041519,-0.03871874511241913
-0.07198723405599594,-0.039202723652124405
-0.07198723405599594,-0.03968814015388489
-0.07251785695552826,-0.03968814015388489
-0.06369123607873917,-0.04017665982246399
-0.06369123607873917,-0.04047063738107681
-0.0638454481959343,-0.03563077747821808
-0.0638454481959343,-0.03580332174897194
-0.06415388733148575,-0.03606297820806503
-0.08470607548952103,-0.036496423184871674
-0.08530968427658081,-0.04853164032101631
-0.08530968427658081,-0.04910802096128464
-0.07453195005655289,-0.04980403184890747
-0.07453195005655289,-0.05003675818443298
-0.07487621158361435,-0.043608907610177994
-0.07487621158361435,-0.044113870710134506
-0.08802631497383118,-0.044113870710134506
-0.08802631497383118,-0.05126655846834183
-0.08659665286540985,-0.05126655846834183
-0.08659665286540985,-0.04891273006796837
-0.08414580672979355,-0.048210639506578445
-0.041945382952690125,-0.04684619978070259
-0.041945382952690125,-0.02257479541003704
-0.04153110459446907,-0.02257479541003704
-0.04153110459446907,-0.021799936890602112
-0.050395723432302475,-0.020399000495672226
-0.050129786133766174,-0.025381509214639664
-0.050129786133766174,-0.02484787441790104
-0.04893305525183678,-0.02484787441790104
-0.031100187450647354,-0.02392956241965294
-0.031100187450647354,-0.02340935356914997
-0.030754629522562027,-0.014878197573125362
-0.030754629522562027,-0.014426800422370434
-0.030322683975100517,-0.014426800422370434
-0.030063513666391373,-0.01414358802139759
-0.030063513666391373,-0.014022702351212502
-0.011260980740189552,-0.013902849517762661
-0.011260980740189552,-0.005177704617381096
-0.011228528805077076,-0.005177704617381096
-0.011260980740189552,-0.005162783432751894
-0.018266586586833,-0.005192669108510017
-0.018266586586833,-0.008423097431659698
-0.018266586586833,-0.008423097431659698
-0.01837187074124813,-0.008447371423244476
-0.01837187074124813,-0.008447371423244476
-0.009192216210067272,1.013540267944336
-0.009192216210067272,0.5106188654899597
-0.009271006099879742,0.5179240703582764
-0.00932353362441063,0.5238046646118164
-0.01404467225074768,0.7952766418457031
-0.01404467225074768,0.7952766418457031
-0.013729945756494999,0.7930594682693481
-0.013729945756494999,0.757977306842804
-0.009403049945831299,0.757977306842804
-0.009403049945831299,0.5015038251876831
-0.009128106757998466,0.47963249683380127
-0.00890815258026123,0.4738577902317047
0.0050948807038366795,0.4568110406398773
0.0050948807038366795,-0.2524515986442566
0.00487197982147336,-0.2360108494758606
0.0046331570483744144,-0.21344293653964996
0.004489863757044077,-0.20044609904289246
0.004489863757044077,-0.19404961168766022
-0.0007196829537861049,0.02916906587779522
-0.0006978744058869779,0.02740124799311161
-0.000654257251881063,0.024031342938542366
-0.0010155246127396822,0.0389723926782608
-0.0010155246127396822,0.03328142687678337
-0.0009762773406691849,0.029522141441702843
0.0046471161767840385,-0.1346370130777359
0.004240810871124268,-0.12875154614448547
0.004240810871124268,-0.11212408542633057
0.004037658218294382,-0.10163931548595428
0.003494016593322158,-0.07910405099391937
0.0031275113578885794,-0.06337939947843552
-0.001486318651586771,-0.05663688853383064
-0.0013180561363697052,0.023531708866357803
-0.0012199030024930835,0.022119807079434395
0.002509163925424218,-0.030191443860530853
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.0,0.0
-0.002095120260491967,0.0
-0.002095120260491967,-5.490806506713852e-05
-0.0011957919923588634,-5.713406790164299e-05
-0.0012889705831184983,-3.3879819966387004e-05
-0.0012889705831184983,-3.515031130518764e-05
-0.0014132087817415595,-4.0171787986764684e-05
-0.0014132087817415595,-4.554526094580069e-05
-0.0040932088159024715,-4.754725159727968e-05
-0.0044809868559241295,-0.00013771555677521974
-0.0044809868559241295,-0.0001507623092038557
-0.004868763964623213,-0.00019484652148094028
0.0006564949289895594,2.8830259907408617e-05
0.0007126056007109582,3.205150642315857e-05
0.0007631052285432816,3.3061005524359643e-05
0.0007631052285432816,3.675520565593615e-05
-0.0014439269434660673,3.729572199517861e-05
-0.0015590226976200938,-7.414958963636309e-05
-0.0015590226976200938,-7.61950941523537e-05
-0.0016531917499378324,-8.447717118542641e-05
-0.0016531917499378324,-9.25072527024895e-05
-0.0032221716828644276,-9.543470514472574e-05
-0.003380314912647009,-0.00019057266763411462
-0.003380314912647009,-0.00020471458265092224
-0.0035582263953983784,-0.0002107003820128739
-0.0035582263953983784,-0.00022683055431116372
-0.004696510266512632,-0.00023313141718972474
-0.004924989305436611,-0.0003143638314213604
-0.004924989305436611,-0.0003226803382858634
-0.00515346834436059,-0.0003453551616985351
-0.00515346834436059,-0.0003705025010276586
0.004847928881645203,-0.0003778030222747475
0.005082128569483757,0.000363988452591002
0.005082128569483757,0.0003725730930455029
0.005292907822877169,0.0004236412642057985
0.005410007666796446,0.00045217378647066653
-0.0029377101454883814,0.00045983775635249913
-0.0029377101454883814,-0.0002549003984313458
-0.0030601145699620247,-0.00027094001416116953
-0.003109076526015997,-0.00027527505881153047
-0.00036163826007395983,-0.00028958937036804855
-0.0003740137326531112,-3.432453377172351e-05
-0.0003740137326531112,-3.6028977774549276e-05
-0.00037951392005197704,-3.655881664599292e-05
-0.004982655867934227,-3.763407585211098e-05
-0.004982655867934227,-3.830611240118742e-05
-0.005140002816915512,-0.0005099812988191843
-0.005140002816915512,-0.0005351877771317959
-0.005209935363382101,-0.0005424692644737661
-0.008766706101596355,-0.000557230319827795
-0.008766706101596355,-0.00056461087660864
-0.008967251516878605,-0.000962484278716147
-0.008967251516878605,-0.0009940292220562696
-0.00908184889703989,-0.0010292474180459976
-0.007695340551435947,-0.0010421129409223795
-0.007861598394811153,-0.000921582686714828
-0.007956602610647678,-0.0009327196748927236
-0.010216709226369858,-0.0009580806363373995
-0.010216709226369858,-0.000969352200627327
-0.010424607433378696,-0.0012591739650815725
-0.010424607433378696,-0.0012958726147189736
-0.010543406009674072,-0.0013106403639540076
-0.030088700354099274,-0.0013367783976718783
-0.030088700354099274,-0.0038894820027053356
-0.03067052736878395,-0.004008141811937094
-0.0309198796749115,-0.004040728323161602
-0.031501706689596176,-0.004117381758987904
-0.031501706689596176,-0.00415023323148489
-0.027240950614213943,-0.004272955469787121
-0.027240950614213943,-0.003733607940375805
-0.027452120557427406,-0.00376255065202713
-0.028015239164233208,-0.0038306068163365126
-0.028015239164233208,-0.0038694962859153748
-0.03960871323943138,-0.005681214854121208
-0.03960871323943138,-0.0057232980616390705
-0.04029330983757973,-0.005793955642729998
-0.04029330983757973,-0.005822219420224428
-0.04987659305334091,-0.005907840095460415
-0.04987659305334091,-0.0073659420013427734
-0.05023541674017906,-0.007418934255838394
-0.05083346366882324,-0.007561264093965292
-0.05083346366882324,-0.0077232918702065945
-0.07394393533468246,-0.011236030608415604
-0.07755126059055328,-0.01197616197168827
-0.07859455049037933,-0.012249520979821682
-0.11080174893140793,-0.012331916950643063
-0.11297907680273056,-0.01797245442867279
-0.11418899148702621,-0.018565697595477104
-0.1275475174188614,-0.018805770203471184
-0.11655323952436447,-0.019949745386838913
-0.11774498224258423,-0.022179340943694115
-0.1182216927409172,-0.02047393098473549
-0.13086120784282684,-0.020934488624334335
-0.13164015114307404,-0.023172669112682343
-0.13589085638523102,-0.024592699483036995
-0.13722050189971924,-0.02517351321876049
-0.13775236904621124,-0.02536865696310997
-0.13775236904621124,-0.025466229766607285
-0.1337798535823822,-0.02477921172976494
